Longitude;Latitude;Name;Speed;Course;Time
10.596;57.7173;Punkt D00601;0;47;0
10.596;57.7167;Punkt D00602;0;47;120
10.596;57.7173;Punkt D00603;0;47;62
10.596;57.7167;Punkt D00604;0;47;60
10.5907;57.718;Punkt D00605;0;343;60
10.716;57.7387;Punkt D00606;9.99136069123104;48;60
10.568;57.7887;Punkt D00607;7.19222462209238;278;62
10.3613;57.82;Punkt D00608;7.19222462209238;283;60
10.118;57.8227;Punkt D00609;8.20302375817023;270;60
9.85733;57.828;Punkt D00610;8.39740820741597;269;60
9.592;57.8307;Punkt D00611;8.59179265666171;273;60
9.30133;57.8393;Punkt D00612;10.2051835854014;273;62
8.99533;57.8473;Punkt D00613;9.60259179273956;276;60
8.68067;57.866;Punkt D00614;10.3995680346471;278;60
8.364;57.8827;Punkt D00615;9.99136069123104;272;60
8.03733;57.8887;Punkt D00616;10.3995680346471;270;62
7.70867;57.892;Punkt D00617;9.7969762419853;266;60
7.38733;57.8867;Punkt D00618;10.2051835854014;272;60
7.07467;57.8907;Punkt D00619;9.7969762419853;275;60
6.78667;57.9507;Punkt D00620;9.60259179273956;298;62
6.49933;58.0333;Punkt D00621;9.40820734349382;305;60
6.20933;58.1273;Punkt D00622;10.3995680346471;296;60
5.96533;58.242;Punkt D00623;10.2051835854014;317;60
5.72;58.37;Punkt D00624;10.8077753780631;319;62
5.45067;58.502;Punkt D00625;11.1965442765546;312;60
5.26733;58.6547;Punkt D00626;10.8077753780631;339;60
5.12867;58.822;Punkt D00627;11.0021598273089;335;60
4.99133;58.9927;Punkt D00628;10.3995680346471;333;62
4.82;59.156;Punkt D00629;11.3909287258004;330;60
4.64667;59.3133;Punkt D00630;11.1965442765546;331;60
4.51667;59.4753;Punkt D00631;10.3995680346471;343;60
4.392;59.6433;Punkt D00632;10.8077753780631;334;60
4.23867;59.814;Punkt D00633;11.0021598273089;333;62
4.07067;59.986;Punkt D00634;11.1965442765546;334;60
3.91267;60.1547;Punkt D00635;11.1965442765546;333;60
3.744;60.3233;Punkt D00636;10.8077753780631;332;62
3.578;60.4913;Punkt D00637;11.1965442765546;334;60
3.40733;60.6627;Punkt D00638;10.5939524838928;333;60
3.23933;60.8367;Punkt D00639;11.3909287258004;334;60
3.07933;61.0073;Punkt D00640;11.0021598273089;338;60
2.924;61.1733;Punkt D00641;10.2051835854014;336;62
2.77133;61.332;Punkt D00642;9.40820734349382;333;60
2.62867;61.494;Punkt D00643;10.2051835854014;336;60
2.44667;61.6593;Punkt D00644;11.6047516199707;336;60
2.25533;61.8253;Punkt D00645;10.8077753780631;333;62
2.07867;61.992;Punkt D00646;11.7991360692164;335;60
1.89533;62.16;Punkt D00647;12.596112311124;336;60
1.72733;62.3307;Punkt D00648;10.5939524838928;333;60
1.564;62.496;Punkt D00649;9.7969762419853;339;62
1.394;62.66;Punkt D00650;11.3909287258004;333;60
1.246;62.8327;Punkt D00651;10.3995680346471;336;60
1.10867;63.0013;Punkt D00652;9.99136069123104;340;60
0.975333;63.1627;Punkt D00653;9.60259179273956;338;62
0.838;63.326;Punkt D00654;10.8077753780631;336;60
0.692;63.4833;Punkt D00655;10.2051835854014;332;60
0.511333;63.6393;Punkt D00656;9.60259179273956;331;60
0.320667;63.7907;Punkt D00657;10.8077753780631;331;62
0.136667;63.9513;Punkt D00658;11.0021598273089;335;60
-0.0406667;64.1173;Punkt D00659;11.0021598273089;336;60
-0.223333;64.2827;Punkt D00660;10.5939524838928;338;60
-0.418667;64.444;Punkt D00661;11.3909287258004;327;62
-0.698667;64.5913;Punkt D00662;11.1965442765546;313;60
-1.00667;64.7193;Punkt D00663;10.5939524838928;313;60
-1.304;64.8447;Punkt D00664;10.3995680346471;314;60
-1.59533;64.9713;Punkt D00665;11.0021598273089;317;60
-1.926;65.06;Punkt D00666;10.5939524838928;314;62
-2.25333;65.1533;Punkt D00667;10.5939524838928;268;60
-2.288;65.176;Punkt D00668;0.991360691153274;299;60
-2.40867;65.198;Punkt D00669;3.40172786180045;292;60
-2.54067;65.22;Punkt D00670;3.59611231104619;298;62
-2.66467;65.2507;Punkt D00671;4.00431965446224;352;60
-2.71;65.3;Punkt D00672;2.60475161989292;15;60
-2.70133;65.326;Punkt D00673;0;26;60
-2.67067;65.3467;Punkt D00674;0.796976241907534;58;60
-2.67;65.3313;Punkt D00675;1.80777537798538;149;62
