Longitude;Latitude;Name;Speed;Course;Time
9.97333;57.594;Punkt 801;0;117;0
9.95133;57.6053;Punkt 802;9.40820734349382;308;180
9.65933;57.566;Punkt 803;10.2051835854014;250;60
9.37667;57.5127;Punkt 804;9.60259179273956;250;60
9.10067;57.46;Punkt 805;9.00000000007776;249;60
8.82933;57.4087;Punkt 806;8.80561555083202;254;60
8.56333;57.3533;Punkt 807;9.00000000007776;246;60
8.29867;57.3027;Punkt 808;9.1943844493235;253;60
8.036;57.2467;Punkt 809;9.00000000007776;249;60
7.778;57.1847;Punkt 810;9.1943844493235;245;60
7.496;57.1093;Punkt 811;10.8077753780631;244;60
7.17533;57.0793;Punkt 812;11.0021598273089;252;60
6.89733;56.9893;Punkt 813;11.3909287258004;257;62
6.66;56.862;Punkt 814;10.8077753780631;218;60
6.54;56.6907;Punkt 815;11.0021598273089;176;60
6.54133;56.5053;Punkt 816;10.8077753780631;155;60
6.28133;56.538;Punkt 817;12.4017278618782;294;60
6.214;56.5547;Punkt 818;5.59827213827731;236;60
6.12867;56.52;Punkt 819;2.79913606913866;225;60
6.07467;56.478;Punkt 820;4.00431965446224;216;60
5.90333;56.4313;Punkt 821;11.6047516199707;251;60
5.57467;56.362;Punkt 822;11.3909287258004;250;60
4.61933;56.1453;Punkt 823;11.3909287258004;243;180
4.308;56.068;Punkt 824;11.0021598273089;252;60
3.99267;56.002;Punkt 825;11.3909287258004;253;60
3.69333;55.9193;Punkt 826;11.0021598273089;247;60
3.39133;55.844;Punkt 827;11.0021598273089;246;60
3.09067;55.766;Punkt 828;11.0021598273089;242;60
2.78533;55.692;Punkt 829;11.1965442765546;248;60
2.476;55.612;Punkt 830;11.7991360692164;249;60
2.17;55.5293;Punkt 831;11.3909287258004;247;60
1.532;55.4133;Punkt 832;11.3909287258004;272;120
1.476;55.39;Punkt 833;2.9935205183844;217;60
1.41733;55.3447;Punkt 834;2.9935205183844;198;60
1.37333;55.296;Punkt 835;2.9935205183844;207;60
1.33467;55.2467;Punkt 836;2.9935205183844;199;60
1.34467;55.2547;Punkt 837;2.79913606913866;34;60
1.38333;55.306;Punkt 838;2.9935205183844;16;60
1.42467;55.356;Punkt 839;1.59395248381507;38;60
1.41533;55.3487;Punkt 840;2.00215982723112;200;60
1.382;55.3087;Punkt 841;2.79913606913866;205;60
1.34667;55.2633;Punkt 842;3.20734341255471;205;60
1.322;55.2153;Punkt 843;3.20734341255471;181;60
1.33667;55.254;Punkt 844;2.3909287257226;25;60
1.37067;55.302;Punkt 845;4.19870410370798;23;60
1.35267;55.2807;Punkt 846;3.59611231104619;209;60
1.34;55.2607;Punkt 847;0.602591792661794;13;60
1.19733;55.252;Punkt 848;6.8034557236009;261;60
1.08933;55.18;Punkt 849;6.00647948169337;202;60
1.09467;55.1667;Punkt 850;0.991360691153274;42;60
1.12133;55.1807;Punkt 851;1.39956803456933;22;62
1.14467;55.196;Punkt 852;0.991360691153274;43;60
1.166;55.2113;Punkt 853;2.00215982723112;55;60
1.18533;55.2247;Punkt 854;1.80777537798538;28;60
1.09333;55.2027;Punkt 855;9.7969762419853;176;60
1.09267;55.1687;Punkt 856;2.79913606913866;8;60
1.09667;55.222;Punkt 857;2.60475161989292;0;60
1.09533;55.204;Punkt 858;3.40172786180045;184;60
1.09267;55.1473;Punkt 859;2.79913606913866;179;60
1.09067;55.1887;Punkt 860;2.79913606913866;356;60
1.1;55.2393;Punkt 861;2.19654427647686;18;60
1.116;55.2527;Punkt 862;1.20518358532359;38;60
1.09067;55.174;Punkt 863;3.40172786180045;181;60
1.09267;55.1253;Punkt 864;2.3909287257226;223;60
1.08933;55.182;Punkt 865;3.59611231104619;1;60
1.09667;55.238;Punkt 866;3.20734341255471;15;60
1.09867;55.242;Punkt 867;4.80129589636978;196;120
1.07867;55.1907;Punkt 868;2.79913606913866;179;60
1.086;55.17;Punkt 869;2.9935205183844;357;60
1.088;55.212;Punkt 870;2.00215982723112;359;60
1.08933;55.1967;Punkt 871;8.80561555083202;184;60
1.05733;55.1553;Punkt 872;0.408207343416054;90;60
1.07533;55.154;Punkt 873;0.602591792661794;87;60
1.09733;55.1547;Punkt 874;0.602591792661794;77;60
1.12267;55.1573;Punkt 875;0.796976241907534;75;60
1.14667;55.1607;Punkt 876;0.796976241907534;70;60
1.172;55.1633;Punkt 877;0.796976241907534;105;60
1.08933;55.13;Punkt 878;4.99568034561552;339;60
1.086;55.188;Punkt 879;3.59611231104619;9;60
1.098;55.2413;Punkt 880;2.60475161989292;19;60
1.128;55.29;Punkt 881;4.19870410370798;12;60
1.09267;55.242;Punkt 882;3.40172786180045;185;60
1.07733;55.1873;Punkt 883;2.00215982723112;185;60
1.07933;55.132;Punkt 884;2.60475161989292;187;60
1.08067;55.1393;Punkt 885;2.3909287257226;14;60
1.092;55.1807;Punkt 886;1.39956803456933;109;60
0.992667;55.138;Punkt 887;11.6047516199707;241;60
0.908667;55.1613;Punkt 888;3.59611231104619;347;60
0.912667;55.2173;Punkt 889;1.59395248381507;11;60
0.909333;55.2007;Punkt 890;3.40172786180045;182;60
0.913333;55.1533;Punkt 891;2.79913606913866;161;62
0.94;55.1387;Punkt 892;3.59611231104619;315;60
0.898;55.1847;Punkt 893;3.59611231104619;351;58
0.909333;55.2233;Punkt 894;4.00431965446224;4;62
0.838667;55.1987;Punkt 895;9.00000000007776;277;180
0.61;55.22;Punkt 896;7.40604751626269;274;60
0.391333;55.2413;Punkt 897;7.40604751626269;274;60
0.169333;55.2633;Punkt 898;7.40604751626269;261;60
-0.058;55.288;Punkt 899;7.60043196550843;271;60
-0.158;55.278;Punkt 900;4.19870410370798;181;60
-0.170667;55.2227;Punkt 901;3.79049676029193;191;60
-0.234;55.208;Punkt 902;3.20734341255471;293;60
-0.215333;55.202;Punkt 903;3.20734341255471;133;66
-0.182667;55.1707;Punkt 904;1.59395248381507;181;54
-0.187333;55.1993;Punkt 905;3.40172786180045;32;60
-0.167333;55.2513;Punkt 906;3.79049676029193;15;60
-0.16;55.282;Punkt 907;0.602591792661794;146;60
0.0653333;55.278;Punkt 908;10.8077753780631;101;60
0.688;55.2373;Punkt 909;11.6047516199707;88;120
0.911333;55.2233;Punkt 910;3.40172786180045;175;60
0.914;55.182;Punkt 911;2.00215982723112;193;60
0.914;55.1673;Punkt 912;3.20734341255471;6;60
0.911333;55.1767;Punkt 913;3.40172786180045;191;120
0.919333;55.1507;Punkt 914;1.59395248381507;148;60
0.912;55.1547;Punkt 915;2.19654427647686;207;60
1.08667;55.19;Punkt 916;6.00647948169337;76;60
1.27467;55.226;Punkt 917;6.99784017284664;60;60
1.46067;55.262;Punkt 918;5.59827213827731;68;60
1.654;55.296;Punkt 919;6.20086393093911;84;60
1.846;55.3353;Punkt 920;7.19222462209238;77;60
2.182;55.4573;Punkt 921;7.60043196550843;265;120
2.246;55.4733;Punkt 922;2.79913606913866;14;60
2.338;55.498;Punkt 923;4.00431965446224;50;60
