Longitude;Latitude;Name;Speed;Course;Time
15.00714405;58.52955269;Punkt 201;0;241;0
14.97504858;58.52018007;Punkt 202;3;257;20
14.82016969;58.50079225;Punkt 203;10;221;20
14.61548079;58.37711272;Punkt 204;20;241;20
14.47906901;58.3376261;Punkt 205;10;48;20
14.49331225;58.34423049;Punkt 206;1.5;35;20
14.50424794;58.35249908;Punkt 207;1.5;357;20
14.50328901;58.36276338;Punkt 208;1.5;356;20
14.50176342;58.37279614;Punkt 209;1.5;354;20
14.49990843;58.38271562;Punkt 210;1.5;83;20
14.51788208;58.38381069;Punkt 211;1.5;54;20
14.64526528;58.4328847;Punkt 212;10;54;20
14.77451449;58.48166954;Punkt 213;10;67;20
14.91900114;58.51407277;Punkt 214;10;78;20
14.95668116;58.51847695;Punkt 215;3;75;20
14.99149298;58.52323614;Punkt 216;3;51;20
15.0067508;58.529739;Punkt 217;0;0;20
