Longitude;Latitude;Name;Speed;Course;Time
9.97267;57.5933;Punkt 601;0;353;0
9.95133;57.606;Punkt 602;11.1965442765546;313;180
9.60733;57.5533;Punkt 603;11.3909287258004;249;60
9.27267;57.486;Punkt 604;11.3909287258004;249;60
8.94267;57.4133;Punkt 605;11.1965442765546;245;60
8.61467;57.3387;Punkt 606;11.1965442765546;244;60
8.28933;57.2687;Punkt 607;11.3909287258004;246;60
7.96667;57.196;Punkt 608;11.0021598273089;248;60
7.64133;57.1247;Punkt 609;11.6047516199707;250;60
7.3;57.084;Punkt 610;11.0021598273089;297;60
7.07133;56.99;Punkt 611;11.9935205184622;263;60
6.79;56.9053;Punkt 612;11.1965442765546;218;60
6.608;56.748;Punkt 613;11.1965442765546;201;60
6.55933;56.564;Punkt 614;11.0021598273089;179;60
6.382;56.522;Punkt 615;9.7969762419853;294;60
6.206;56.5487;Punkt 616;3.20734341255471;219;60
6.14133;56.5067;Punkt 617;3.20734341255471;231;60
6.11867;56.4973;Punkt 618;3.59611231104619;42;60
6.092;56.5027;Punkt 619;10.8077753780631;245;60
5.784;56.4207;Punkt 620;11.6047516199707;244;60
5.478;56.3387;Punkt 621;11.6047516199707;241;60
5.162;56.2553;Punkt 622;11.6047516199707;242;60
4.84267;56.1707;Punkt 623;11.6047516199707;243;60
4.52867;56.0827;Punkt 624;11.6047516199707;242;60
4.21533;55.9973;Punkt 625;11.6047516199707;250;60
3.90133;55.9193;Punkt 626;11.1965442765546;247;60
3.58467;55.8513;Punkt 627;11.1965442765546;247;60
3.26667;55.7853;Punkt 628;11.1965442765546;250;60
2.95667;55.7053;Punkt 629;11.6047516199707;248;62
2.64533;55.6267;Punkt 630;11.3909287258004;248;60
2.33333;55.5487;Punkt 631;11.3909287258004;247;60
2.02067;55.47;Punkt 632;11.6047516199707;243;60
1.69733;55.4127;Punkt 633;11.3909287258004;266;60
1.50733;55.416;Punkt 634;2.9935205183844;207;60
1.44533;55.3713;Punkt 635;3.20734341255471;214;60
1.4;55.3227;Punkt 636;2.79913606913866;220;60
1.36133;55.2733;Punkt 637;2.79913606913866;212;60
1.32;55.2273;Punkt 638;0.796976241907534;170;60
1.35;55.272;Punkt 639;2.19654427647686;29;60
1.39267;55.3267;Punkt 640;3.79049676029193;31;60
1.41;55.3473;Punkt 641;10.5939524838928;194;60
1.37733;55.306;Punkt 642;2.9935205183844;197;60
1.34067;55.26;Punkt 643;2.3909287257226;199;60
1.31867;55.212;Punkt 644;1.20518358532359;167;60
1.336;55.26;Punkt 645;2.60475161989292;29;60
1.37733;55.3073;Punkt 646;2.60475161989292;25;60
1.34533;55.2707;Punkt 647;3.59611231104619;204;60
