Longitude;Latitude;Name;Speed;Course;Time
15.594;56.1667;Punkt G00001;0;324;0
15.6187;56.0507;Punkt G00002;8.008639309;119;114
16.03;56.126;Punkt G00003;10.39956803;43;116
16.204;56.3693;Punkt G00004;0;105;116
16.3373;56.1613;Punkt G00005;7.794816415;157;114
16.6633;56.296;Punkt G00006;9.991360691;38;116
16.998;56.5813;Punkt G00007;10.59395248;43;116
17.3313;56.8733;Punkt G00008;11.19654428;31;114
17.664;57.1127;Punkt G00009;0;149;116
17.7627;57.3767;Punkt G00010;10.59395248;8;114
17.8827;57.7127;Punkt G00011;10.59395248;8;116
17.9847;58.0133;Punkt G00012;0;184;116
18.0787;58.2493;Punkt G00013;10.80777538;13;114
18.2267;58.5753;Punkt G00014;9.602591793;15;116
18.2387;58.592;Punkt G00015;9.408207343;43;114
18.3307;58.6447;Punkt G00016;9.796976242;40;28
18.6247;58.8153;Punkt G00017;9.194384449;40;88
19.0067;59.032;Punkt G00018;9.194384449;41;116
19.35;59.226;Punkt G00019;8.203023758;42;114
19.684;59.4107;Punkt G00020;8.805615551;42;116
19.8847;59.6613;Punkt G00021;0;335;104
19.8847;59.6633;Punkt G00022;6.609071274;344;24
19.81;59.6893;Punkt G00023;12.59611231;300;14
19.7373;59.7167;Punkt G00024;11.79913607;313;14
19.6787;59.7533;Punkt G00025;11.79913607;323;16
19.6247;59.7907;Punkt G00026;11.79913607;322;14
19.5673;59.828;Punkt G00027;11.79913607;323;14
19.5093;59.8653;Punkt G00028;11.99352052;322;14
19.44;59.914;Punkt G00029;12.20734341;327;20
19.4007;59.9433;Punkt G00030;12.20734341;326;10
19.3513;59.9827;Punkt G00031;11.60475162;325;14
19.2847;60.0347;Punkt G00032;12.20734341;327;18
19.1947;60.102;Punkt G00033;12.20734341;327;24
19.142;60.1407;Punkt G00034;11.60475162;326;16
19.0927;60.18;Punkt G00035;12.40172786;327;14
19.08;60.214;Punkt G00036;0;349;14
19.0753;60.2133;Punkt G00037;0;349;14
19.0727;60.2133;Punkt G00038;0;349;16
19.07;60.2133;Punkt G00039;0;349;14
19.064;60.2347;Punkt G00040;11.60475162;356;14
19.038;60.278;Punkt G00041;12.20734341;342;14
19.0127;60.3207;Punkt G00042;11.19654428;0;14
19.0093;60.3633;Punkt G00043;11.00215983;352;16
18.9973;60.4033;Punkt G00044;9.194384449;351;14
19.0153;60.442;Punkt G00045;10.80777538;1;14
18.986;60.482;Punkt G00046;13.00431965;330;14
18.9487;60.5207;Punkt G00047;9.991360691;340;14
18.934;60.5373;Punkt G00048;0;346;16
18.9313;60.5373;Punkt G00049;0.796976242;346;14
18.934;60.544;Punkt G00050;11.19654428;34;14
18.982;60.5833;Punkt G00051;11.39092873;32;14
19.024;60.6233;Punkt G00052;10.39956803;28;14
19.0693;60.662;Punkt G00053;11.39092873;30;16
19.118;60.702;Punkt G00054;11.19654428;30;14
19.1667;60.7427;Punkt G00055;11.99352052;29;14
19.2167;60.7827;Punkt G00056;11.79913607;34;14
19.2673;60.8227;Punkt G00057;11.60475162;33;14
19.318;60.862;Punkt G00058;12.20734341;33;14
19.3713;60.9033;Punkt G00059;12.40172786;32;16
19.4233;60.9453;Punkt G00060;11.99352052;33;14
19.4753;60.986;Punkt G00061;12.20734341;32;14
19.5273;61.028;Punkt G00062;12.59611231;33;14
19.574;61.0707;Punkt G00063;12.20734341;26;14
19.5873;61.0867;Punkt G00064;0.991360691;325;16
19.5853;61.086;Punkt G00065;0;325;14
19.7153;61.094;Punkt G00066;13.00431965;87;32
20.0013;61.098;Punkt G00067;10.20518359;87;42
20.136;61.1027;Punkt G00068;10.80777538;81;22
20.2393;61.108;Punkt G00069;10.59395248;86;16
20.2573;61.1073;Punkt G00070;10.80777538;100;4
20.268;61.1067;Punkt G00071;5.792656588;76;2
20.2673;61.1087;Punkt G00072;0;32;12
20.2687;61.1067;Punkt G00073;0;32;14
20.5273;61.1167;Punkt G00074;11.19654428;86;48
20.7267;61.1233;Punkt G00075;10.80777538;83;30
20.8447;61.1287;Punkt G00076;-1.943844492;-1;20
20.932;61.1347;Punkt G00077;0;341;18
20.9287;61.134;Punkt G00078;0;341;14
20.8973;61.1647;Punkt G00079;10.20518359;332;14
20.8593;61.2013;Punkt G00080;9.991360691;334;14
20.8187;61.2387;Punkt G00081;10.39956803;333;14
20.7807;61.2767;Punkt G00082;10.59395248;335;16
20.7427;61.3153;Punkt G00083;10.39956803;333;14
20.704;61.352;Punkt G00084;10.80777538;335;14
