Longitude;Latitude;Name;Speed;Course;Time
16.6697117;57.74644393;Punkt 61;0;142;0
16.69264486;57.73115578;Punkt 62;3;99;20
16.72863656;57.7284598;Punkt 63;3;91;20
16.76471102;57.72816463;Punkt 64;10;109;20
16.91127374;57.70156365;Punkt 65;10;132;30
17.14534075;57.58880163;Punkt 66;20;91;30
17.45938832;57.5849984;Punkt 67;20;82;30
17.77498878;57.60759387;Punkt 68;20;80;30
18.08619757;57.63519818;Punkt 69;10;90;30
18.24173216;57.63519364;Punkt 70;5;88;30
18.28209726;57.63615899;Punkt 71;0;0;15
18.28209726;57.63615899;Punkt 72;0;0;60
18.282098;57.636159;Punkt 73;3;246;60
18.24803509;57.62810985;Punkt 74;20;241;10
17.97638373;57.54697512;Punkt 75;40;257;30
17.37087104;57.46973239;Punkt 76;20;242;30
17.10090562;57.39129908;Punkt 77;20;219;30
17.00653666;57.32763749;Punkt 78;0;0;30
17.006536;57.32763749;Punkt 79;0;0;60
17.006536;57.32763749;Punkt 80;10;338;60
16.94947971;57.40368606;Punkt 81;20;356;30
16.93050852;57.57168952;Punkt 82;10;335;30
16.80132795;57.72202121;Punkt 83;3;285;30
16.76664971;57.72694967;Punkt 84;3;272;20
16.73091485;57.72752519;Punkt 85;3;297;20
16.69869575;57.73603363;Punkt 86;3;303;20
16.66990833;57.74649746;Punkt 87;0;0;20
